id,label
TEST_297,훼손
TEST_298,훼손
TEST_299,훼손
TEST_300,오염
TEST_301,몰딩수정
TEST_302,훼손
TEST_303,오염
TEST_304,훼손
TEST_305,훼손
TEST_306,훼손
TEST_307,훼손
TEST_308,훼손
TEST_309,오염
TEST_310,오염
TEST_311,훼손
TEST_312,터짐
TEST_313,훼손
TEST_314,훼손
TEST_315,훼손
TEST_316,훼손
TEST_317,훼손
TEST_318,훼손
TEST_319,훼손
TEST_320,꼬임
TEST_321,훼손
TEST_322,훼손
TEST_323,오염
TEST_324,터짐
TEST_325,훼손
TEST_326,훼손
TEST_327,훼손
TEST_328,오염
TEST_329,훼손
TEST_330,훼손
TEST_331,오염
TEST_332,훼손
TEST_333,훼손
TEST_334,터짐
TEST_335,훼손
TEST_336,걸레받이수정
TEST_337,오염
TEST_338,훼손
TEST_339,훼손
TEST_340,오염
TEST_341,훼손
TEST_342,오염
TEST_343,터짐
TEST_344,훼손
TEST_345,오타공
TEST_346,훼손
TEST_347,훼손
TEST_348,오염
TEST_349,오타공
TEST_350,훼손
TEST_351,터짐
TEST_352,훼손
TEST_353,오염
TEST_354,훼손
TEST_355,터짐
TEST_356,훼손
TEST_357,훼손
TEST_358,오염
TEST_359,훼손
TEST_360,곰팡이
TEST_361,피스
TEST_362,훼손
TEST_363,오염
TEST_364,곰팡이
TEST_365,터짐
TEST_366,오염
TEST_367,훼손
TEST_368,오염
TEST_369,오염
TEST_370,오염
TEST_371,훼손
TEST_372,훼손
TEST_373,오염
TEST_374,오염
TEST_375,오염
TEST_376,훼손
TEST_377,훼손
TEST_378,오염
TEST_379,오타공
TEST_380,오타공
TEST_381,훼손
TEST_382,터짐
TEST_383,오염
TEST_384,훼손
TEST_385,오염
TEST_386,훼손
TEST_387,훼손
TEST_388,훼손
TEST_389,훼손
TEST_390,훼손
TEST_391,훼손
TEST_392,걸레받이수정
TEST_393,훼손
TEST_394,훼손
TEST_395,오염
TEST_396,몰딩수정
TEST_397,오염
TEST_398,오염
TEST_399,훼손
TEST_400,오염
TEST_401,훼손
TEST_402,꼬임
TEST_403,훼손
TEST_404,곰팡이
TEST_405,훼손
TEST_406,훼손
TEST_407,훼손
TEST_408,오염
TEST_409,훼손
TEST_410,오염
TEST_411,터짐
TEST_412,오염
TEST_413,걸레받이수정
TEST_414,터짐
TEST_415,오염
TEST_416,몰딩수정
TEST_417,훼손
TEST_418,훼손
TEST_419,오염
TEST_420,곰팡이
TEST_421,면불량
TEST_422,훼손
TEST_423,오염
TEST_424,오염
TEST_425,훼손
TEST_426,훼손
TEST_427,몰딩수정
TEST_428,오염
TEST_429,터짐
TEST_430,훼손
TEST_431,곰팡이
TEST_432,오염
TEST_433,훼손
TEST_434,오염
TEST_435,훼손
TEST_436,터짐
TEST_437,훼손
TEST_438,오염
TEST_439,오염
TEST_440,터짐
TEST_441,훼손
TEST_442,훼손
TEST_443,훼손
TEST_444,오염
TEST_445,오염
TEST_446,몰딩수정
TEST_447,피스
TEST_448,훼손
TEST_449,꼬임
TEST_450,오염
TEST_451,터짐
TEST_452,오염
TEST_453,오염
TEST_454,훼손
TEST_455,오염
TEST_456,곰팡이
TEST_457,훼손
TEST_458,걸레받이수정
TEST_459,훼손
TEST_460,훼손
TEST_461,훼손
TEST_462,훼손
TEST_463,훼손
TEST_464,훼손
TEST_465,훼손
TEST_466,훼손
TEST_467,훼손
TEST_468,석고수정
TEST_469,오염
TEST_470,훼손
TEST_471,훼손
TEST_472,훼손
TEST_473,훼손
TEST_474,훼손
TEST_475,훼손
TEST_476,훼손
TEST_477,오염
TEST_478,훼손
TEST_479,훼손
TEST_480,꼬임
TEST_481,훼손
TEST_482,오염
TEST_483,오타공
TEST_484,오염
TEST_485,들뜸
TEST_486,오염
TEST_487,오염
TEST_488,훼손
TEST_489,훼손
TEST_490,훼손
TEST_491,훼손
TEST_492,훼손
TEST_493,오염
TEST_494,오타공
TEST_495,오타공
TEST_496,훼손
TEST_497,훼손
TEST_498,훼손
TEST_499,터짐
TEST_500,훼손
TEST_501,훼손
TEST_502,훼손
TEST_503,꼬임
TEST_504,오염
TEST_505,오염
TEST_506,몰딩수정
TEST_507,훼손
TEST_508,훼손
TEST_509,훼손
TEST_510,오염
TEST_511,훼손
TEST_512,훼손
TEST_513,오염
TEST_514,훼손
TEST_515,오염
TEST_516,훼손
TEST_517,오염
TEST_518,면불량
TEST_519,훼손
TEST_520,오염
TEST_521,훼손
TEST_522,훼손
TEST_523,훼손
TEST_524,터짐
TEST_525,훼손
TEST_526,훼손
TEST_527,훼손
TEST_528,훼손
TEST_529,오타공
TEST_530,훼손
TEST_531,훼손
TEST_532,훼손
TEST_533,훼손
TEST_534,터짐
TEST_535,오염
TEST_536,훼손
TEST_537,걸레받이수정
TEST_538,오염
TEST_539,터짐
TEST_540,훼손
TEST_541,곰팡이
TEST_542,훼손
TEST_543,훼손
TEST_544,오염
TEST_545,훼손
TEST_546,훼손
TEST_547,훼손
TEST_548,오염
TEST_549,오염
TEST_550,훼손
TEST_551,오타공
TEST_552,훼손
TEST_553,훼손
TEST_554,곰팡이
TEST_555,훼손
TEST_556,훼손
TEST_557,훼손
TEST_558,훼손
TEST_559,훼손
TEST_560,오염
TEST_561,오염
TEST_562,훼손
TEST_563,면불량
TEST_564,훼손
TEST_565,오타공
TEST_566,터짐
TEST_567,터짐
TEST_568,훼손
TEST_569,면불량
TEST_570,훼손
TEST_571,오염
TEST_572,훼손
TEST_573,꼬임
TEST_574,훼손
TEST_575,훼손
TEST_576,훼손
TEST_577,오타공
TEST_578,훼손
TEST_579,훼손
TEST_580,몰딩수정
TEST_581,걸레받이수정
TEST_582,훼손
TEST_583,오염
TEST_584,곰팡이
TEST_585,훼손
TEST_586,훼손
TEST_587,훼손
TEST_588,오염
TEST_589,훼손
TEST_590,훼손
TEST_591,오염
TEST_592,오염
TEST_593,오염
TEST_594,훼손
TEST_595,훼손
TEST_596,곰팡이
TEST_597,훼손
TEST_598,훼손
TEST_599,훼손
TEST_600,훼손
TEST_601,오염
TEST_602,오염
TEST_603,훼손
TEST_604,훼손
TEST_605,꼬임
TEST_606,훼손
TEST_607,훼손
TEST_608,훼손
TEST_609,훼손
TEST_610,면불량
TEST_611,훼손
TEST_612,오염
TEST_613,훼손
TEST_614,걸레받이수정
TEST_615,터짐
TEST_616,훼손
TEST_617,걸레받이수정
TEST_618,오염
TEST_619,훼손
TEST_620,오염
TEST_621,훼손
TEST_622,오염
TEST_623,오염
TEST_624,훼손
TEST_625,오염
TEST_626,오염
TEST_627,오염
TEST_628,훼손
TEST_629,훼손
TEST_630,훼손
TEST_631,훼손
TEST_632,훼손
TEST_633,훼손
TEST_634,훼손
TEST_635,오염
TEST_636,훼손
TEST_637,오염
TEST_638,면불량
TEST_639,훼손
TEST_640,훼손
TEST_641,터짐
TEST_642,훼손
TEST_643,훼손
TEST_644,훼손
TEST_645,터짐
TEST_646,훼손
TEST_647,오염
TEST_648,곰팡이
TEST_649,오염
TEST_650,훼손
TEST_651,훼손
TEST_652,오염
TEST_653,훼손
TEST_654,꼬임
TEST_655,훼손
TEST_656,걸레받이수정
TEST_657,훼손
TEST_658,훼손
TEST_659,훼손
TEST_660,오타공
TEST_661,훼손
TEST_662,오타공
TEST_663,꼬임
TEST_664,터짐
TEST_665,훼손
TEST_666,훼손
TEST_667,오염
TEST_668,터짐
TEST_669,훼손
TEST_670,훼손
TEST_671,면불량
TEST_672,훼손
TEST_673,오염
TEST_674,훼손
TEST_675,훼손
TEST_676,훼손
TEST_677,면불량
TEST_678,훼손
TEST_679,곰팡이
TEST_680,터짐
TEST_681,오타공
TEST_682,훼손
TEST_683,오염
TEST_684,오염
TEST_685,오염
TEST_686,훼손
TEST_687,터짐
TEST_688,훼손
TEST_689,면불량
TEST_690,터짐
TEST_691,훼손
TEST_692,터짐
TEST_693,훼손
TEST_694,훼손
TEST_695,훼손
TEST_696,훼손
TEST_697,오염
TEST_698,훼손
TEST_699,훼손
TEST_700,훼손
TEST_701,오타공
TEST_702,터짐
TEST_703,피스
TEST_704,훼손
TEST_705,훼손
TEST_706,오염
TEST_707,오염
TEST_708,훼손
TEST_709,오염
TEST_710,훼손
TEST_711,훼손
TEST_712,훼손
TEST_713,오염
TEST_714,몰딩수정
TEST_715,훼손
TEST_716,오염
TEST_717,훼손
TEST_718,오염
TEST_719,훼손
TEST_720,훼손
TEST_721,훼손
TEST_722,훼손
TEST_723,훼손
TEST_724,꼬임
TEST_725,꼬임
TEST_726,훼손
TEST_727,걸레받이수정
TEST_728,훼손
TEST_729,오염
TEST_730,훼손
TEST_731,곰팡이
TEST_732,터짐
TEST_733,훼손
TEST_734,훼손
TEST_735,걸레받이수정
TEST_736,오염
TEST_737,오타공
TEST_738,훼손
TEST_739,훼손
TEST_740,오염
TEST_741,꼬임
TEST_742,훼손
TEST_743,면불량
TEST_744,꼬임
TEST_745,훼손
TEST_746,훼손
TEST_747,오염
TEST_748,훼손
TEST_749,훼손
TEST_750,훼손
TEST_751,오염
TEST_752,오염
TEST_753,훼손
TEST_754,오염
TEST_755,오염
TEST_756,오염
TEST_757,오염
TEST_758,터짐
TEST_759,면불량
TEST_760,훼손
TEST_761,훼손
TEST_762,훼손
TEST_763,훼손
TEST_764,훼손
TEST_765,훼손
TEST_766,오염
TEST_767,훼손
TEST_768,훼손
TEST_769,오염
TEST_770,오염
TEST_771,훼손
TEST_772,훼손
TEST_773,훼손
TEST_774,훼손
TEST_775,오염
TEST_776,훼손
TEST_777,오염
TEST_778,훼손
TEST_779,훼손
TEST_780,훼손
TEST_781,오염
TEST_782,훼손
TEST_783,훼손
TEST_784,오타공
TEST_785,훼손
TEST_786,훼손
TEST_787,훼손
TEST_788,훼손
TEST_789,훼손
TEST_790,훼손
TEST_791,훼손
