id,label
TEST_438,곰팡이
TEST_439,곰팡이
TEST_440,면불량
TEST_441,석고수정
TEST_442,석고수정
TEST_443,피스
TEST_444,곰팡이
TEST_445,석고수정
TEST_446,면불량
TEST_447,석고수정
TEST_448,곰팡이
TEST_449,석고수정
TEST_450,피스
TEST_451,곰팡이
TEST_452,곰팡이
TEST_453,피스
TEST_454,석고수정
TEST_455,석고수정
TEST_456,석고수정
TEST_457,오염
TEST_458,몰딩수정
TEST_459,면불량
TEST_460,석고수정
TEST_461,석고수정
TEST_462,석고수정
TEST_463,석고수정
TEST_464,석고수정
TEST_465,면불량
TEST_466,석고수정
TEST_467,곰팡이
TEST_468,반점
TEST_469,석고수정
TEST_470,틈새과다
TEST_471,석고수정
TEST_472,석고수정
TEST_473,곰팡이
TEST_474,곰팡이
TEST_475,석고수정
TEST_476,석고수정
TEST_477,석고수정
TEST_478,면불량
TEST_479,면불량
TEST_480,석고수정
TEST_481,훼손
TEST_482,곰팡이
TEST_483,석고수정
TEST_484,석고수정
TEST_485,석고수정
TEST_486,석고수정
TEST_487,석고수정
TEST_488,석고수정
TEST_489,곰팡이
TEST_490,피스
TEST_491,울음
TEST_492,가구수정
TEST_493,석고수정
TEST_494,몰딩수정
TEST_495,면불량
TEST_496,곰팡이
TEST_497,석고수정
TEST_498,곰팡이
TEST_499,석고수정
TEST_500,석고수정
TEST_501,석고수정
TEST_502,석고수정
TEST_503,곰팡이
TEST_504,석고수정
TEST_505,곰팡이
TEST_506,석고수정
TEST_507,몰딩수정
TEST_508,곰팡이
TEST_509,석고수정
TEST_510,곰팡이
TEST_511,꼬임
TEST_512,석고수정
TEST_513,면불량
TEST_514,가구수정
TEST_515,석고수정
TEST_516,곰팡이
TEST_517,석고수정
TEST_518,곰팡이
TEST_519,꼬임
TEST_520,면불량
TEST_521,곰팡이
TEST_522,터짐
TEST_523,면불량
TEST_524,면불량
TEST_525,곰팡이
TEST_526,석고수정
TEST_527,석고수정
TEST_528,석고수정
TEST_529,석고수정
TEST_530,석고수정
TEST_531,석고수정
TEST_532,면불량
TEST_533,석고수정
TEST_534,석고수정
TEST_535,석고수정
TEST_536,석고수정
TEST_537,면불량
TEST_538,석고수정
TEST_539,석고수정
TEST_540,석고수정
TEST_541,면불량
TEST_542,곰팡이
TEST_543,석고수정
TEST_544,석고수정
TEST_545,석고수정
TEST_546,석고수정
TEST_547,석고수정
TEST_548,곰팡이
TEST_549,피스
TEST_550,곰팡이
TEST_551,석고수정
TEST_552,꼬임
TEST_553,곰팡이
TEST_554,면불량
TEST_555,이음부불량
TEST_556,면불량
TEST_557,석고수정
TEST_558,면불량
TEST_559,반점
TEST_560,오염
TEST_561,훼손
TEST_562,석고수정
TEST_563,석고수정
TEST_564,가구수정
TEST_565,훼손
TEST_566,면불량
TEST_567,석고수정
TEST_568,면불량
TEST_569,석고수정
TEST_570,곰팡이
TEST_571,곰팡이
TEST_572,석고수정
TEST_573,석고수정
TEST_574,석고수정
TEST_575,석고수정
TEST_576,석고수정
TEST_577,석고수정
TEST_578,석고수정
TEST_579,곰팡이
TEST_580,석고수정
TEST_581,곰팡이
TEST_582,석고수정
TEST_583,석고수정
TEST_584,가구수정
TEST_585,석고수정
TEST_586,곰팡이
TEST_587,석고수정
TEST_588,석고수정
TEST_589,곰팡이
TEST_590,피스
TEST_591,석고수정
TEST_592,면불량
TEST_593,석고수정
TEST_594,석고수정
TEST_595,석고수정
TEST_596,석고수정
TEST_597,피스
TEST_598,반점
TEST_599,석고수정
TEST_600,석고수정
TEST_601,훼손
TEST_602,곰팡이
TEST_603,석고수정
TEST_604,몰딩수정
TEST_605,석고수정
TEST_606,곰팡이
TEST_607,석고수정
TEST_608,면불량
TEST_609,울음
TEST_610,석고수정
TEST_611,석고수정
TEST_612,석고수정
TEST_613,석고수정
TEST_614,꼬임
TEST_615,곰팡이
TEST_616,꼬임
TEST_617,울음
TEST_618,곰팡이
TEST_619,곰팡이
TEST_620,곰팡이
TEST_621,오염
TEST_622,석고수정
TEST_623,석고수정
TEST_624,석고수정
TEST_625,석고수정
TEST_626,면불량
TEST_627,석고수정
TEST_628,석고수정
TEST_629,석고수정
TEST_630,석고수정
TEST_631,훼손
TEST_632,석고수정
TEST_633,석고수정
TEST_634,석고수정
TEST_635,석고수정
TEST_636,석고수정
TEST_637,석고수정
TEST_638,석고수정
TEST_639,면불량
TEST_640,터짐
TEST_641,피스
TEST_642,석고수정
TEST_643,석고수정
TEST_644,석고수정
TEST_645,틈새과다
TEST_646,석고수정
TEST_647,면불량
TEST_648,석고수정
TEST_649,면불량
TEST_650,곰팡이
TEST_651,곰팡이
TEST_652,면불량
TEST_653,울음
TEST_654,꼬임
TEST_655,석고수정
TEST_656,곰팡이
TEST_657,석고수정
TEST_658,면불량
TEST_659,곰팡이
TEST_660,곰팡이
TEST_661,석고수정
TEST_662,석고수정
TEST_663,피스
TEST_664,석고수정
TEST_665,석고수정
TEST_666,훼손
TEST_667,꼬임
TEST_668,곰팡이
TEST_669,석고수정
TEST_670,훼손
TEST_671,석고수정
TEST_672,석고수정
TEST_673,곰팡이
TEST_674,곰팡이
TEST_675,면불량
TEST_676,석고수정
TEST_677,석고수정
TEST_678,석고수정
TEST_679,오염
TEST_680,석고수정
TEST_681,곰팡이
TEST_682,석고수정
TEST_683,훼손
TEST_684,석고수정
TEST_685,몰딩수정
TEST_686,석고수정
TEST_687,면불량
TEST_688,석고수정
TEST_689,석고수정
TEST_690,석고수정
TEST_691,피스
TEST_692,석고수정
TEST_693,석고수정
TEST_694,곰팡이
TEST_695,석고수정
TEST_696,면불량
TEST_697,석고수정
TEST_698,훼손
TEST_699,곰팡이
TEST_700,곰팡이
TEST_701,곰팡이
TEST_702,석고수정
TEST_703,걸레받이수정
TEST_704,석고수정
TEST_705,피스
TEST_706,석고수정
TEST_707,가구수정
TEST_708,석고수정
TEST_709,틈새과다
TEST_710,석고수정
TEST_711,석고수정
TEST_712,석고수정
TEST_713,석고수정
TEST_714,몰딩수정
TEST_715,곰팡이
TEST_716,석고수정
TEST_717,석고수정
TEST_718,울음
TEST_719,곰팡이
TEST_720,석고수정
TEST_721,석고수정
TEST_722,석고수정
TEST_723,석고수정
TEST_724,석고수정
TEST_725,울음
TEST_726,곰팡이
TEST_727,석고수정
TEST_728,석고수정
TEST_729,석고수정
TEST_730,석고수정
TEST_731,면불량
TEST_732,석고수정
TEST_733,곰팡이
TEST_734,곰팡이
TEST_735,걸레받이수정
TEST_736,석고수정
TEST_737,석고수정
TEST_738,훼손
TEST_739,석고수정
TEST_740,석고수정
TEST_741,석고수정
TEST_742,석고수정
TEST_743,피스
TEST_744,곰팡이
TEST_745,석고수정
TEST_746,석고수정
TEST_747,틈새과다
TEST_748,곰팡이
TEST_749,석고수정
TEST_750,석고수정
TEST_751,면불량
TEST_752,곰팡이
TEST_753,곰팡이
TEST_754,반점
TEST_755,곰팡이
TEST_756,곰팡이
TEST_757,석고수정
TEST_758,곰팡이
TEST_759,면불량
TEST_760,곰팡이
TEST_761,석고수정
TEST_762,오염
TEST_763,석고수정
TEST_764,곰팡이
TEST_765,석고수정
TEST_766,피스
TEST_767,꼬임
TEST_768,석고수정
TEST_769,석고수정
TEST_770,석고수정
TEST_771,석고수정
TEST_772,석고수정
TEST_773,석고수정
TEST_774,석고수정
TEST_775,석고수정
TEST_776,석고수정
TEST_777,면불량
TEST_778,석고수정
TEST_779,석고수정
TEST_780,석고수정
TEST_781,석고수정
TEST_782,곰팡이
TEST_783,석고수정
TEST_784,석고수정
TEST_785,석고수정
TEST_786,곰팡이
TEST_787,석고수정
TEST_788,면불량
TEST_789,곰팡이
TEST_790,석고수정
TEST_791,몰딩수정
